Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00007
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
4/27/2017 4:48:51 PM;46;EIS;07:56:52.651;00:06:15.507;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;4.05874;33.51642;-2.46653;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01069;0.30074;33.60705;-4.20891;25.00000;25.00000;26.63070;
4/27/2017 4:49:03 PM;46;EIS;07:57:04.968;00:06:27.824;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;4.05279;33.83188;-2.32993;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00888;0.29750;33.91201;-3.93962;25.00000;25.00000;26.63070;
4/27/2017 4:49:16 PM;46;EIS;07:57:17.177;00:06:40.033;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;4.05111;34.09081;-2.26867;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00729;0.29482;34.16621;-3.80730;25.00000;25.00000;26.64191;
4/27/2017 4:49:27 PM;46;EIS;07:57:28.163;00:06:51.019;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;4.05866;34.34220;-2.27171;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00778;0.29281;34.41725;-3.78455;25.00000;25.00000;26.64191;
4/27/2017 4:49:37 PM;46;EIS;07:57:38.737;00:07:01.593;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;4.05644;34.57611;-2.35946;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00671;0.29048;34.65652;-3.90379;25.00000;25.00000;26.63070;
4/27/2017 4:49:51 PM;46;EIS;07:57:52.512;00:07:15.368;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;0.25302;2.00000;-2.00000;20.00000;10.00000;36.00000;16.00000;4.05715;34.91406;-2.50568;0.25270;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01036;0.28864;35.00385;-4.10491;25.00000;25.00000;26.63070;
4/27/2017 4:50:09 PM;46;EIS;07:58:10.818;00:07:33.674;1;1;Pan_5pulse_EISSOC;4.05659;0.00000;-0.29001;;0.00100;6000.00000;0.18974;2.00000;-2.00000;20.00000;10.00000;37.00000;16.00000;4.05395;35.25491;-2.72158;0.18978;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01014;0.28567;35.35980;-4.41432;25.00000;25.00000;26.63070;
4/27/2017 4:50:32 PM;46;EIS;07:58:34.108;00:07:56.964;1;1;Pan_5pulse_EISSOC;4.05595;0.00000;-0.29001;;0.00100;6000.00000;0.14228;2.00000;-2.00000;20.00000;10.00000;38.00000;16.00000;4.05843;35.62091;-3.01553;0.14248;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01115;0.28285;35.74832;-4.83891;25.00000;25.00000;26.64191;
4/27/2017 4:51:03 PM;46;EIS;07:59:04.335;00:08:27.191;1;1;Pan_5pulse_EISSOC;4.05595;0.00000;-0.29001;;0.00100;6000.00000;0.10670;2.00000;-2.00000;20.00000;10.00000;39.00000;16.00000;4.05732;36.03633;-3.38400;0.10678;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01212;0.27963;36.19487;-5.36463;25.00000;25.00000;26.63070;
4/27/2017 4:51:42 PM;46;EIS;07:59:43.819;00:09:06.675;1;1;Pan_5pulse_EISSOC;4.05595;0.00000;-0.29001;;0.00100;6000.00000;0.08001;2.00000;-2.00000;20.00000;10.00000;40.00000;16.00000;4.05666;36.50155;-3.86835;0.07999;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01419;0.27630;36.70595;-6.04950;25.00000;25.00000;26.63070;
4/27/2017 4:52:34 PM;46;EIS;08:00:35.930;00:09:58.786;1;1;Pan_5pulse_EISSOC;4.05595;0.00000;-0.29001;;0.00100;6000.00000;0.06000;2.00000;-2.00000;20.00000;10.00000;41.00000;16.00000;4.05701;37.04343;-4.47161;0.05994;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01667;0.27248;37.31234;-6.88302;25.00000;25.00000;26.63070;
4/27/2017 4:53:43 PM;46;EIS;08:01:44.619;00:11:07.475;1;1;Pan_5pulse_EISSOC;4.05530;0.00000;-0.29001;;0.00100;6000.00000;0.04499;2.00000;-2.00000;20.00000;10.00000;42.00000;16.00000;4.05676;37.70719;-5.17898;0.04507;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01988;0.26796;38.06119;-7.82049;25.00000;25.00000;26.63070;
4/27/2017 4:55:14 PM;46;EIS;08:03:15.513;00:12:38.369;1;1;Pan_5pulse_EISSOC;4.05530;0.00000;-0.29001;;0.00100;6000.00000;0.03374;2.00000;-2.00000;20.00000;10.00000;43.00000;16.00000;4.05702;38.48469;-6.01335;0.03377;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02341;0.26274;38.95166;-8.88084;25.00000;25.00000;26.63070;
4/27/2017 4:57:15 PM;46;EIS;08:05:16.410;00:14:39.266;1;1;Pan_5pulse_EISSOC;4.05530;0.00000;-0.29001;;0.00100;6000.00000;0.02530;2.00000;-2.00000;20.00000;10.00000;44.00000;16.00000;4.05726;39.41668;-6.97986;0.02531;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02828;0.25688;40.02990;-10.04177;25.00000;25.00000;26.64191;
4/27/2017 4:59:55 PM;46;EIS;08:07:56.641;00:17:19.497;1;1;Pan_5pulse_EISSOC;4.05530;0.00000;-0.29001;;0.00100;6000.00000;0.01897;2.00000;-2.00000;20.00000;10.00000;45.00000;16.00000;4.05704;40.54399;-8.09008;0.01896;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03227;0.24968;41.34325;-11.28449;25.00000;25.00000;26.63070;
4/27/2017 5:03:28 PM;46;EIS;08:11:29.984;00:20:52.840;1;1;Pan_5pulse_EISSOC;4.05466;0.00000;-0.29001;;0.00100;6000.00000;0.01423;2.00000;-2.00000;20.00000;10.00000;46.00000;16.00000;4.05666;41.87860;-9.38386;0.01422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03819;0.24191;42.91706;-12.62982;25.00000;25.00000;26.63070;
4/27/2017 5:08:12 PM;46;EIS;08:16:13.949;00:25:36.805;1;1;Pan_5pulse_EISSOC;4.05466;0.00000;-0.29001;;0.00100;6000.00000;0.01067;2.00000;-2.00000;20.00000;10.00000;47.00000;16.00000;4.05682;43.40899;-10.83830;0.01065;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04243;0.23299;44.74158;-14.01892;25.00000;25.00000;26.64191;
4/27/2017 5:14:29 PM;46;EIS;08:22:30.942;00:31:53.798;1;1;Pan_5pulse_EISSOC;4.05466;0.00000;-0.29001;;0.00100;6000.00000;0.00800;2.00000;-2.00000;20.00000;10.00000;48.00000;16.00000;4.05678;45.34919;-12.42484;0.00800;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05117;0.22355;47.02048;-15.32199;25.00000;25.00000;26.64191;
4/27/2017 5:22:52 PM;46;EIS;08:30:54.148;00:40:17.004;1;1;Pan_5pulse_EISSOC;4.05466;0.00000;-0.29001;;0.00100;6000.00000;0.00600;2.00000;-2.00000;20.00000;10.00000;49.00000;16.00000;4.05681;47.62695;-14.05341;0.00600;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05574;0.21261;49.65707;-16.43989;25.00000;25.00000;26.63070;
4/27/2017 5:34:03 PM;46;EIS;08:42:04.339;00:51:27.195;1;1;Pan_5pulse_EISSOC;4.05466;0.00000;-0.29001;;0.00100;6000.00000;0.00450;2.00000;-2.00000;20.00000;10.00000;50.00000;16.00000;4.05683;50.12571;-15.69996;0.00449;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05809;0.20144;52.52691;-17.39117;25.00000;25.00000;26.65312;
4/27/2017 5:48:54 PM;46;EIS;08:56:55.931;01:06:18.787;1;1;Pan_5pulse_EISSOC;4.05466;0.00000;-0.29001;;0.00100;6000.00000;0.00337;2.00000;-2.00000;20.00000;10.00000;51.00000;16.00000;4.05700;52.92810;-17.39926;0.00338;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06071;0.19038;55.71461;-18.19745;25.00000;25.00000;26.64191;
4/27/2017 6:08:41 PM;46;EIS;09:16:42.659;01:26:05.515;1;1;Pan_5pulse_EISSOC;4.05466;0.00000;-0.29001;;0.00100;6000.00000;0.00253;2.00000;-2.00000;20.00000;10.00000;52.00000;16.00000;4.05712;55.61107;-19.31401;0.00253;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05635;0.17944;58.86954;-19.15238;25.00000;25.00000;26.63070;
4/27/2017 6:35:05 PM;46;EIS;09:43:07.135;01:52:29.991;1;1;Pan_5pulse_EISSOC;4.05530;0.00000;-0.29001;;0.00100;6000.00000;0.00190;2.00000;-2.00000;20.00000;10.00000;53.00000;16.00000;4.05735;58.17038;-21.66155;0.00190;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05443;0.16987;62.07266;-20.42438;25.00000;25.00000;26.42895;
4/27/2017 7:10:15 PM;46;EIS;10:18:16.687;02:27:39.543;1;1;Pan_5pulse_EISSOC;4.05530;0.00000;-0.29001;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;4.05771;60.32101;-24.73060;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05040;0.16112;65.19376;-22.29281;25.00000;25.00000;26.41774;
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00009
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
4/28/2017 3:43:18 PM;53;EIS;30:51:18.389;00:00:21.908;1;1;Pan_5pulse_EISSOC;3.54445;0.00000;-2.03002;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.54786;21.93715;9.20910;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99895;0.41987;23.79172;22.77241;25.00000;25.00000;24.96068;
4/28/2017 3:43:29 PM;53;EIS;30:51:29.444;00:00:32.963;1;1;Pan_5pulse_EISSOC;3.54445;0.00000;-2.03002;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.54676;21.58236;6.97674;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.95201;0.41972;22.68200;17.91400;25.00000;25.00000;24.96068;
4/28/2017 3:43:40 PM;53;EIS;30:51:40.494;00:00:44.013;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.54679;21.38320;5.01987;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96731;0.44039;21.96453;13.21138;25.00000;25.00000;24.97188;
4/28/2017 3:43:51 PM;53;EIS;30:51:51.389;00:00:54.908;1;1;Pan_5pulse_EISSOC;3.54445;0.00000;-2.03002;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.54683;21.35004;3.34232;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.98320;0.45497;21.61008;8.89736;25.00000;25.00000;24.97188;
4/28/2017 3:44:02 PM;53;EIS;30:52:02.464;00:01:05.983;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.54459;21.45192;2.06448;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99685;0.46255;21.55103;5.49708;25.00000;25.00000;24.97188;
4/28/2017 3:44:14 PM;53;EIS;30:52:14.514;00:01:18.033;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.55182;21.63157;1.12774;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00491;0.46393;21.66095;2.98435;25.00000;25.00000;24.97188;
4/28/2017 3:44:25 PM;53;EIS;30:52:25.680;00:01:29.199;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.55305;21.88770;0.33249;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01036;0.46156;21.89023;0.87031;25.00000;25.00000;24.96068;
4/28/2017 3:44:36 PM;53;EIS;30:52:36.956;00:01:40.475;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.55059;22.18438;-0.27247;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01351;0.45682;22.18605;-0.70369;25.00000;25.00000;24.75893;
4/28/2017 3:44:48 PM;53;EIS;30:52:48.785;00:01:52.304;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.54692;22.51143;-0.74949;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01515;0.45070;22.52391;-1.90688;25.00000;25.00000;24.75893;
4/28/2017 3:45:00 PM;53;EIS;30:53:00.378;00:02:03.897;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.54817;22.86367;-1.12664;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01515;0.44392;22.89141;-2.82104;25.00000;25.00000;24.75893;
4/28/2017 3:45:12 PM;53;EIS;30:53:12.229;00:02:15.748;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.54698;23.24517;-1.43245;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01722;0.43678;23.28927;-3.52631;25.00000;25.00000;24.92705;
4/28/2017 3:45:24 PM;53;EIS;30:53:24.359;00:02:27.878;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.54701;23.64123;-1.67608;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01752;0.42932;23.70057;-4.05528;25.00000;25.00000;24.97188;
4/28/2017 3:45:36 PM;53;EIS;30:53:36.779;00:02:40.298;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.54021;24.05818;-1.87081;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01895;0.42226;24.13081;-4.44648;25.00000;25.00000;24.75893;
4/28/2017 3:45:48 PM;53;EIS;30:53:48.681;00:02:52.200;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.55449;24.48736;-2.02647;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01768;0.41418;24.57106;-4.73077;25.00000;25.00000;24.75893;
4/28/2017 3:46:00 PM;53;EIS;30:54:01.051;00:03:04.570;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.55717;24.92854;-2.14747;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01804;0.40688;25.02086;-4.92359;25.00000;25.00000;24.75893;
4/28/2017 3:46:12 PM;53;EIS;30:54:12.988;00:03:16.507;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.54709;25.37356;-2.24505;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01820;0.39972;25.47269;-5.05635;25.00000;25.00000;24.75893;
4/28/2017 3:46:24 PM;53;EIS;30:54:25.050;00:03:28.569;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.55711;25.81183;-2.33523;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01791;0.39275;25.91725;-5.16954;25.00000;25.00000;24.75893;
4/28/2017 3:46:37 PM;53;EIS;30:54:37.229;00:03:40.748;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;3.54715;26.26220;-2.42060;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01754;0.38582;26.37351;-5.26610;25.00000;25.00000;24.75893;
4/28/2017 3:46:49 PM;53;EIS;30:54:49.315;00:03:52.834;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;3.54747;26.72020;-2.51691;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01726;0.37903;26.83848;-5.38109;24.00000;25.00000;24.54597;
4/28/2017 3:47:01 PM;53;EIS;30:55:01.606;00:04:05.125;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;3.55355;27.19919;-2.62294;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01761;0.37241;27.32537;-5.50826;24.00000;25.00000;24.54597;
4/28/2017 3:47:13 PM;53;EIS;30:55:13.450;00:04:16.969;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;3.55467;27.71963;-2.73280;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02012;0.36624;27.85401;-5.63043;24.00000;25.00000;24.75893;
4/28/2017 3:47:25 PM;53;EIS;30:55:25.638;00:04:29.157;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;3.55681;28.29336;-2.83342;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02070;0.35896;28.43488;-5.71877;24.00000;25.00000;24.54597;
4/28/2017 3:47:37 PM;53;EIS;30:55:37.958;00:04:41.477;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;3.54723;28.91531;-2.88600;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02198;0.35169;29.05898;-5.69975;24.00000;25.00000;24.55718;
4/28/2017 3:47:49 PM;53;EIS;30:55:49.998;00:04:53.517;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;8.00113;2.00000;-2.00000;20.00000;10.00000;24.00000;16.00000;3.54724;29.58123;-2.87343;8.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02306;0.34423;29.72046;-5.54812;24.00000;25.00000;24.54597;
4/28/2017 3:48:02 PM;53;EIS;30:56:02.464;00:05:05.983;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;6.00000;2.00000;-2.00000;20.00000;10.00000;25.00000;16.00000;3.54727;30.21626;-2.75723;6.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02050;0.33633;30.34180;-5.21380;24.00000;25.00000;24.54597;
4/28/2017 3:48:14 PM;53;EIS;30:56:14.920;00:05:18.439;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;4.49937;2.00000;-2.00000;20.00000;10.00000;26.00000;16.00000;3.55401;30.80774;-2.56585;4.50450;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01920;0.32968;30.91441;-4.76093;24.00000;25.00000;24.54597;
4/28/2017 3:48:27 PM;53;EIS;30:56:27.283;00:05:30.802;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;3.37405;2.00000;-2.00000;20.00000;10.00000;27.00000;16.00000;3.55668;31.32206;-2.31844;3.37079;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01602;0.32349;31.40775;-4.23327;24.00000;25.00000;24.55718;
4/28/2017 3:48:38 PM;53;EIS;30:56:38.918;00:05:42.437;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;2.53018;2.00000;-2.00000;20.00000;10.00000;28.00000;16.00000;3.55227;31.74876;-2.06642;2.53378;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01296;0.31838;31.81594;-3.72394;24.00000;25.00000;24.33302;
4/28/2017 3:48:50 PM;53;EIS;30:56:51.050;00:05:54.569;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;3.54173;32.06178;-1.82054;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00945;0.31434;32.11343;-3.24990;24.00000;25.00000;24.34422;
4/28/2017 3:49:02 PM;53;EIS;30:57:02.613;00:06:06.132;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;3.55749;32.32269;-1.62131;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00765;0.31135;32.36333;-2.87156;24.00000;25.00000;24.33302;
4/28/2017 3:49:15 PM;53;EIS;30:57:15.446;00:06:18.965;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;3.54735;32.55324;-1.46830;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00688;0.30899;32.58634;-2.58256;24.00000;25.00000;24.34422;
4/28/2017 3:49:27 PM;53;EIS;30:57:27.779;00:06:31.298;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;3.54266;32.73097;-1.36023;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00507;0.30681;32.75923;-2.37973;24.00000;25.00000;24.54597;
4/28/2017 3:49:39 PM;53;EIS;30:57:39.779;00:06:43.298;1;1;Pan_5pulse_EISSOC;3.54509;0.00000;-2.03002;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;3.53737;32.86368;-1.31365;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00386;0.30522;32.88992;-2.28904;24.00000;25.00000;24.34422;
