Measurement ID;3576
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00010
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
5/5/2017 12:56:01 AM;46;EIS;16:36:57.074;00:06:28.054;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;3.85968;43.48599;-3.92014;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01273;0.23195;43.66233;-5.15113;0.00000;0.00000;12.21695;
5/5/2017 12:56:13 AM;46;EIS;16:37:08.941;00:06:39.921;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;3.85325;43.96634;-3.79989;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01057;0.22900;44.13024;-4.93964;0.00000;0.00000;12.20574;
5/5/2017 12:56:24 AM;46;EIS;16:37:20.364;00:06:51.344;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.85260;44.42512;-3.77895;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01063;0.22667;44.58556;-4.86206;0.00000;0.00000;11.99278;
5/5/2017 12:56:35 AM;46;EIS;16:37:31.104;00:07:02.084;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;3.85389;44.88660;-3.86191;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01032;0.22425;45.05243;-4.91745;0.00000;0.00000;12.00399;
5/5/2017 12:56:49 AM;46;EIS;16:37:45.196;00:07:16.176;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.25302;2.00000;-2.00000;20.00000;10.00000;36.00000;16.00000;3.85888;45.45788;-4.06694;0.25270;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01327;0.22202;45.63945;-5.11242;0.00000;0.00000;12.00399;
5/5/2017 12:57:08 AM;46;EIS;16:38:03.591;00:07:34.571;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.18974;2.00000;-2.00000;20.00000;10.00000;37.00000;16.00000;3.85959;46.05373;-4.34081;0.18978;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01371;0.21914;46.25785;-5.38452;0.00000;0.00000;12.20574;
5/5/2017 12:57:31 AM;46;EIS;16:38:26.596;00:07:57.576;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.14228;2.00000;-2.00000;20.00000;10.00000;38.00000;16.00000;3.85861;46.61570;-4.73018;0.14248;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01293;0.21618;46.85507;-5.79407;0.00000;0.00000;12.00399;
5/5/2017 12:58:01 AM;46;EIS;16:38:56.872;00:08:27.852;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.10670;2.00000;-2.00000;20.00000;10.00000;39.00000;16.00000;3.85783;47.32993;-5.23590;0.10678;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01590;0.21334;47.61866;-6.31271;0.00000;0.00000;12.20574;
5/5/2017 12:58:40 AM;46;EIS;16:39:36.166;00:09:07.146;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.08001;2.00000;-2.00000;20.00000;10.00000;40.00000;16.00000;3.85834;48.03947;-5.88351;0.07999;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01657;0.21004;48.39842;-6.98238;0.00000;0.00000;12.00399;
5/5/2017 12:59:32 AM;46;EIS;16:40:28.371;00:09:59.351;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.06000;2.00000;-2.00000;20.00000;10.00000;41.00000;16.00000;3.85922;48.89674;-6.67660;0.05994;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01979;0.20664;49.35046;-7.77536;0.00000;0.00000;12.00399;
5/5/2017 1:00:41 AM;46;EIS;16:41:36.661;00:11:07.641;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.04499;2.00000;-2.00000;20.00000;10.00000;42.00000;16.00000;3.85908;49.82321;-7.64141;0.04507;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02116;0.20259;50.40578;-8.71954;0.00000;0.00000;12.21695;
5/5/2017 1:02:11 AM;46;EIS;16:43:07.421;00:12:38.401;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;0.03374;2.00000;-2.00000;20.00000;10.00000;43.00000;16.00000;3.85810;50.92990;-8.83596;0.03377;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02547;0.19839;51.69070;-9.84242;0.00000;0.00000;12.00399;
5/5/2017 1:04:12 AM;46;EIS;16:45:08.346;00:14:39.326;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;0.02530;2.00000;-2.00000;20.00000;10.00000;44.00000;16.00000;3.85833;52.22776;-10.24966;0.02531;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03024;0.19357;53.22400;-11.10315;0.00000;0.00000;11.99278;
5/5/2017 1:06:52 AM;46;EIS;16:47:48.505;00:17:19.485;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;0.01897;2.00000;-2.00000;20.00000;10.00000;45.00000;16.00000;3.85851;53.69231;-11.98251;0.01896;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03313;0.18780;55.01313;-12.58055;0.00000;0.00000;12.20574;
5/5/2017 1:10:26 AM;46;EIS;16:51:21.733;00:20:52.713;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;0.01423;2.00000;-2.00000;20.00000;10.00000;46.00000;16.00000;3.85893;55.51825;-14.02071;0.01422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04100;0.18180;57.26130;-14.17326;0.00000;0.00000;12.00399;
5/5/2017 1:15:09 AM;46;EIS;16:56:05.423;00:25:36.403;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;0.01067;2.00000;-2.00000;20.00000;10.00000;47.00000;16.00000;3.85849;57.64571;-16.42368;0.01065;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04649;0.17459;59.93968;-15.90263;0.00000;0.00000;11.99278;
5/5/2017 1:21:27 AM;46;EIS;17:02:22.598;00:31:53.578;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;0.00800;2.00000;-2.00000;20.00000;10.00000;48.00000;16.00000;3.85880;60.27575;-19.14879;0.00800;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05533;0.16686;63.24430;-17.62434;0.00000;0.00000;12.20574;
5/5/2017 1:29:49 AM;46;EIS;17:10:45.005;00:40:15.985;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;0.00600;2.00000;-2.00000;20.00000;10.00000;49.00000;16.00000;3.85858;63.45475;-22.30639;0.00600;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06328;0.15808;67.26128;-19.36822;0.00000;0.00000;11.99278;
5/5/2017 1:40:59 AM;46;EIS;17:21:55.186;00:51:26.166;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;0.00450;2.00000;-2.00000;20.00000;10.00000;50.00000;16.00000;3.85859;67.33759;-25.83038;0.00449;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07261;0.14872;72.12184;-20.98657;0.00000;0.00000;11.99278;
5/5/2017 1:55:51 AM;46;EIS;17:36:46.864;01:06:17.844;3;1;Pan_5pulse_EISSOC;3.85650;0.00000;-0.87001;;0.00100;6000.00000;0.00337;2.00000;-2.00000;20.00000;10.00000;51.00000;16.00000;3.85880;71.96891;-29.39089;0.00338;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07772;0.13863;77.73898;-22.21428;0.00000;0.00000;12.00399;
5/5/2017 2:15:38 AM;46;EIS;17:56:33.701;01:26:04.681;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.00253;2.00000;-2.00000;20.00000;10.00000;52.00000;16.00000;3.85916;77.01503;-33.09568;0.00253;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07807;0.12861;83.82505;-23.25465;0.00000;0.00000;11.99278;
5/5/2017 2:42:02 AM;46;EIS;18:22:58.132;01:52:29.112;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.00190;2.00000;-2.00000;20.00000;10.00000;53.00000;16.00000;3.85930;82.62015;-36.99309;0.00190;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.08020;0.11933;90.52391;-24.12040;0.00000;0.00000;11.99278;
5/5/2017 3:17:12 AM;46;EIS;18:58:08.159;02:27:39.139;3;1;Pan_5pulse_EISSOC;3.85714;0.00000;-0.87001;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;3.85967;88.34966;-41.45245;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.07792;0.11045;97.59081;-25.13532;0.00000;0.00000;11.99278;
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;5/4/2017 8:18:56 AM
End Time;5/6/2017 11:56:52 AM
Test section;EIS00009
Comment;10degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;
Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
;;;;;;;;[V];[A];[Ah];[Wh];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[EIS];[ChamberT];[ChamberSP];[C1];
5/5/2017 4:10:10 PM;53;EIS;31:51:04.811;00:00:21.650;1;1;Pan_5pulse_EISSOC;3.53802;0.00000;-2.03000;;0.00100;6000.00000;6000.00000;2.00000;-2.00000;20.00000;10.00000;1.00000;16.00000;3.54073;23.00534;8.23630;6000.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99759;0.40826;24.43527;19.69823;0.00000;0.00000;12.20574;
5/5/2017 4:10:21 PM;53;EIS;31:51:15.850;00:00:32.689;1;1;Pan_5pulse_EISSOC;3.53802;0.00000;-2.03000;;0.00100;6000.00000;4499.36526;2.00000;-2.00000;20.00000;10.00000;2.00000;16.00000;3.54032;22.70596;6.11564;4571.42871;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.96106;0.40870;23.51513;15.07435;0.00000;0.00000;12.00399;
5/5/2017 4:10:32 PM;53;EIS;31:51:26.821;00:00:43.660;1;1;Pan_5pulse_EISSOC;3.53802;0.00000;-2.03000;;0.00100;6000.00000;3374.04795;2.00000;-2.00000;20.00000;10.00000;3.00000;16.00000;3.53882;22.56219;4.22638;3428.57153;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.97513;0.42481;22.95462;10.60977;0.00000;0.00000;12.21695;
5/5/2017 4:10:43 PM;53;EIS;31:51:37.885;00:00:54.724;1;1;Pan_5pulse_EISSOC;3.53802;0.00000;-2.03000;;0.00100;6000.00000;2530.17902;2.00000;-2.00000;20.00000;10.00000;4.00000;16.00000;3.54037;22.59646;2.57312;2526.31567;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.99015;0.43537;22.74249;6.49645;0.00000;0.00000;12.21695;
5/5/2017 4:10:54 PM;53;EIS;31:51:48.896;00:01:05.735;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;1897.36660;2.00000;-2.00000;20.00000;10.00000;5.00000;16.00000;3.53774;22.77927;1.28231;1882.35291;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00285;0.43955;22.81533;3.22194;0.00000;0.00000;12.21695;
5/5/2017 4:11:05 PM;53;EIS;31:52:00.307;00:01:17.146;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;1422.82422;2.00000;-2.00000;20.00000;10.00000;6.00000;16.00000;3.53742;23.05021;0.30826;1432.83582;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01016;0.43820;23.05227;0.76619;0.00000;0.00000;12.21695;
5/5/2017 4:11:16 PM;53;EIS;31:52:11.419;00:01:28.258;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;1066.96765;2.00000;-2.00000;20.00000;10.00000;7.00000;16.00000;3.53630;23.42554;-0.54873;1066.66663;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01632;0.43373;23.43197;-1.34188;0.00000;0.00000;12.21695;
5/5/2017 4:11:28 PM;53;EIS;31:52:22.896;00:01:39.735;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;800.11286;2.00000;-2.00000;20.00000;10.00000;8.00000;16.00000;3.53335;23.86217;-1.23011;800.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01960;0.42672;23.89385;-2.95102;0.00000;0.00000;12.00399;
5/5/2017 4:11:39 PM;53;EIS;31:52:34.159;00:01:50.998;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;600.00000;2.00000;-2.00000;20.00000;10.00000;9.00000;16.00000;3.54059;24.35243;-1.79354;600.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02187;0.41848;24.41838;-4.21220;0.00000;0.00000;12.00399;
5/5/2017 4:11:50 PM;53;EIS;31:52:45.500;00:02:02.339;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.54068;24.88899;-2.26038;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02339;0.40950;24.99143;-5.18928;0.00000;0.00000;12.20574;
5/5/2017 4:12:02 PM;53;EIS;31:52:57.186;00:02:14.025;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.54312;25.47633;-2.66201;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02474;0.40005;25.61503;-5.96517;0.00000;0.00000;12.21695;
5/5/2017 4:12:14 PM;53;EIS;31:53:09.545;00:02:26.384;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.55008;26.08805;-3.00232;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02509;0.39036;26.26024;-6.56496;0.00000;0.00000;12.20574;
5/5/2017 4:12:27 PM;53;EIS;31:53:22.068;00:02:38.907;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.54211;26.73788;-3.30492;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02680;0.38112;26.94135;-7.04628;0.00000;0.00000;12.21695;
5/5/2017 4:12:39 PM;53;EIS;31:53:33.899;00:02:50.738;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.54086;27.41447;-3.57908;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02557;0.37095;27.64712;-7.43814;0.00000;0.00000;12.21695;
5/5/2017 4:12:51 PM;53;EIS;31:53:46.136;00:03:02.975;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.54088;28.13217;-3.83306;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02661;0.36158;28.39210;-7.75888;0.00000;0.00000;12.21695;
5/5/2017 4:13:03 PM;53;EIS;31:53:58.345;00:03:15.184;1;1;Pan_5pulse_EISSOC;3.53866;0.00000;-2.03000;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.53645;28.88906;-4.07381;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02776;0.35227;29.17488;-8.02667;0.00000;0.00000;12.20574;
5/5/2017 4:13:15 PM;53;EIS;31:54:10.447;00:03:27.286;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.53268;29.67720;-4.30510;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02832;0.34291;29.98784;-8.25400;0.00000;0.00000;12.21695;
5/5/2017 4:13:27 PM;53;EIS;31:54:21.986;00:03:38.825;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;3.55057;30.50770;-4.51972;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02837;0.33344;30.84068;-8.42709;0.00000;0.00000;12.21695;
5/5/2017 4:13:39 PM;53;EIS;31:54:33.892;00:03:50.731;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;3.54784;31.35974;-4.72031;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02794;0.32414;31.71300;-8.55998;0.00000;0.00000;12.20574;
5/5/2017 4:13:51 PM;53;EIS;31:54:46.105;00:04:02.944;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;3.54489;32.22569;-4.91772;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02794;0.31518;32.59876;-8.67655;0.00000;0.00000;12.21695;
5/5/2017 4:14:03 PM;53;EIS;31:54:58.369;00:04:15.208;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;3.55131;33.10250;-5.13084;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02830;0.30697;33.49778;-8.81065;0.00000;0.00000;12.20574;
5/5/2017 4:14:15 PM;53;EIS;31:55:10.462;00:04:27.301;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;3.54893;34.00130;-5.39374;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02749;0.29846;34.42645;-9.01392;0.00000;0.00000;12.21695;
5/5/2017 4:14:27 PM;53;EIS;31:55:22.625;00:04:39.464;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;3.53337;34.94537;-5.71378;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02868;0.29051;35.40941;-9.28604;0.00000;0.00000;12.21695;
5/5/2017 4:14:39 PM;53;EIS;31:55:34.571;00:04:51.410;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;8.00113;2.00000;-2.00000;20.00000;10.00000;24.00000;16.00000;3.54727;36.00092;-6.11009;8.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03154;0.28249;36.51574;-9.63247;0.00000;0.00000;12.21695;
5/5/2017 4:14:52 PM;53;EIS;31:55:47.031;00:05:03.870;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;6.00000;2.00000;-2.00000;20.00000;10.00000;25.00000;16.00000;3.54124;37.18219;-6.52437;6.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03341;0.27375;37.75027;-9.95238;0.00000;0.00000;12.21695;
5/5/2017 4:15:04 PM;53;EIS;31:55:59.173;00:05:16.012;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;4.49937;2.00000;-2.00000;20.00000;10.00000;26.00000;16.00000;3.54128;38.55490;-6.90796;4.50450;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03785;0.26497;39.16887;-10.15801;0.00000;0.00000;12.01520;
5/5/2017 4:15:16 PM;53;EIS;31:56:11.574;00:05:28.413;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;3.37405;2.00000;-2.00000;20.00000;10.00000;27.00000;16.00000;3.54133;40.12170;-7.14607;3.37079;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04059;0.25534;40.75313;-10.09903;0.00000;0.00000;12.21695;
5/5/2017 4:15:28 PM;53;EIS;31:56:23.247;00:05:40.086;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;2.53018;2.00000;-2.00000;20.00000;10.00000;28.00000;16.00000;3.55149;41.77152;-7.16402;2.53378;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04059;0.24537;42.38140;-9.73183;0.00000;0.00000;12.21695;
5/5/2017 4:15:40 PM;53;EIS;31:56:35.272;00:05:52.111;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;3.53606;43.39018;-6.88428;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03668;0.23597;43.93292;-9.01540;0.00000;0.00000;12.21695;
5/5/2017 4:15:52 PM;53;EIS;31:56:46.819;00:06:03.658;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;3.53523;44.86491;-6.37469;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03143;0.22761;45.31553;-8.08681;0.00000;0.00000;12.21695;
5/5/2017 4:16:04 PM;53;EIS;31:56:59.074;00:06:15.913;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;3.53121;46.10852;-5.72940;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02523;0.22066;46.46312;-7.08321;0.00000;0.00000;12.21695;
5/5/2017 4:16:16 PM;53;EIS;31:57:11.698;00:06:28.537;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;3.53222;47.10794;-5.03040;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01952;0.21520;47.37576;-6.09521;0.00000;0.00000;12.20574;
5/5/2017 4:16:29 PM;53;EIS;31:57:23.914;00:06:40.753;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;3.53143;47.81050;-4.40314;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01321;0.21103;48.01283;-5.26185;0.00000;0.00000;12.21695;
5/5/2017 4:16:40 PM;53;EIS;31:57:34.900;00:06:51.739;1;1;Pan_5pulse_EISSOC;3.53930;0.00000;-2.03000;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.53544;48.35039;-3.87053;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01057;0.20834;48.50506;-4.57687;0.00000;0.00000;12.21695;
